0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5,Idx,Period M1,FMA M1,SLMA M1,550MA M1,DeltaC M1,Macd M1,Plot2 M1,Plot3 M1,Plot4 M1
0,2024.05.15 19:00:00,1.08252,1.08138,1.07604,Positive,0.001234,0.001787,0.001109,0.001527,0,2024.05.15 19:15:00,1.08424,1.08358,1.07659,Positive,0.000852,0.001024,0.000679,0.000938,0,2024.05.15 19:20:00,1.08525,1.08475,1.08004,Positive,0.000558,0.000793,0.000457,0.000623,0,2024.05.15 19:23:00,1.08626,1.08595,1.08303,Positive,0.000268,0.000488,0.000276,0.000380
1,2024.05.15 18:00:00,1.08224,1.08118,1.07602,Positive,0.001047,0.001696,0.001072,0.001479,1,2024.05.15 19:00:00,1.08406,1.08346,1.07657,Positive,0.000761,0.000968,0.000658,0.000909,1,2024.05.15 19:15:00,1.08515,1.08467,1.08002,Positive,0.000511,0.000761,0.000443,0.000604,1,2024.05.15 19:22:00,1.08622,1.08591,1.08302,Positive,0.000265,0.000479,0.000270,0.000373
2,2024.05.15 17:00:00,1.08202,1.08103,1.07600,Positive,0.000905,0.001625,0.001043,0.001440,2,2024.05.15 18:45:00,1.08391,1.08335,1.07656,Positive,0.000666,0.000915,0.000638,0.000883,2,2024.05.15 19:10:00,1.08505,1.08459,1.08001,Positive,0.000469,0.000734,0.000430,0.000587,2,2024.05.15 19:21:00,1.08618,1.08587,1.08302,Positive,0.000257,0.000469,0.000265,0.000365
3,2024.05.15 16:00:00,1.08187,1.08087,1.07599,Positive,0.000938,0.001608,0.001031,0.001423,3,2024.05.15 18:30:00,1.08378,1.08326,1.07654,Positive,0.000615,0.000879,0.000623,0.000864,3,2024.05.15 19:05:00,1.08495,1.08451,1.08000,Positive,0.000415,0.000704,0.000417,0.000570,3,2024.05.15 19:20:00,1.08614,1.08584,1.08301,Positive,0.000249,0.000459,0.000259,0.000358
4,2024.05.15 15:00:00,1.08161,1.08070,1.07597,Positive,0.000701,0.001516,0.000995,0.001377,4,2024.05.15 18:15:00,1.08367,1.08318,1.07652,Positive,0.000574,0.000848,0.000611,0.000848,4,2024.05.15 19:00:00,1.08485,1.08444,1.07999,Positive,0.000357,0.000676,0.000405,0.000554,4,2024.05.15 19:19:00,1.08610,1.08580,1.08300,Positive,0.000246,0.000451,0.000254,0.000351
5,2024.05.15 14:00:00,1.08153,1.08063,1.07596,Positive,0.000714,0.001504,0.000985,0.001363,5,2024.05.15 18:00:00,1.08360,1.08312,1.07651,Positive,0.000578,0.000830,0.000603,0.000837,5,2024.05.15 18:55:00,1.08478,1.08439,1.07998,Positive,0.000322,0.000657,0.000395,0.000541,5,2024.05.15 19:18:00,1.08607,1.08577,1.08300,Positive,0.000248,0.000444,0.000249,0.000344
6,2024.05.15 13:00:00,1.08145,1.08054,1.07595,Positive,0.000766,0.001501,0.000978,0.001353,6,2024.05.15 17:45:00,1.08356,1.08308,1.07650,Positive,0.000615,0.000822,0.000598,0.000831,6,2024.05.15 18:50:00,1.08471,1.08433,1.07997,Positive,0.000292,0.000641,0.000387,0.000530,6,2024.05.15 19:17:00,1.08605,1.08575,1.08299,Positive,0.000270,0.000442,0.000246,0.000340
7,2024.05.15 12:00:00,1.08136,1.08045,1.07594,Positive,0.000788,0.001487,0.000967,0.001339,7,2024.05.15 17:30:00,1.08355,1.08305,1.07648,Positive,0.000742,0.000835,0.000600,0.000833,7,2024.05.15 18:45:00,1.08463,1.08427,1.07996,Positive,0.000232,0.000618,0.000377,0.000517,7,2024.05.15 19:16:00,1.08602,1.08572,1.08298,Positive,0.000287,0.000438,0.000242,0.000335
8,2024.05.15 11:00:00,1.08124,1.08034,1.07592,Positive,0.000785,0.001464,0.000954,0.001321,8,2024.05.15 17:15:00,1.08346,1.08296,1.07647,Positive,0.000785,0.000820,0.000593,0.000823,8,2024.05.15 18:40:00,1.08456,1.08422,1.07995,Positive,0.000170,0.000598,0.000367,0.000504,8,2024.05.15 19:15:00,1.08598,1.08568,1.08298,Positive,0.000290,0.000429,0.000236,0.000328
9,2024.05.15 10:00:00,1.08113,1.08024,1.07591,Positive,0.000809,0.001449,0.000943,0.001307,9,2024.05.15 17:00:00,1.08330,1.08285,1.07645,Positive,0.000729,0.000775,0.000576,0.000802,9,2024.05.15 18:35:00,1.08451,1.08418,1.07994,Positive,0.000121,0.000584,0.000360,0.000495,9,2024.05.15 19:14:00,1.08594,1.08564,1.08297,Positive,0.000283,0.000416,0.000230,0.000319
10,2024.05.15 09:00:00,1.08101,1.08014,1.07590,Positive,0.000784,0.001419,0.000928,0.001286,10,2024.05.15 16:45:00,1.08309,1.08272,1.07643,Positive,0.000553,0.000701,0.000551,0.000769,10,2024.05.15 18:30:00,1.08446,1.08414,1.07993,Positive,0.000091,0.000578,0.000355,0.000488,10,2024.05.15 19:13:00,1.08590,1.08561,1.08296,Positive,0.000281,0.000406,0.000224,0.000312
11,2024.05.15 08:00:00,1.08090,1.08004,1.07589,Positive,0.000775,0.001395,0.000915,0.001268,11,2024.05.15 16:30:00,1.08288,1.08258,1.07642,Positive,0.000357,0.000630,0.000528,0.000738,11,2024.05.15 18:25:00,1.08442,1.08410,1.07992,Positive,0.000050,0.000570,0.000350,0.000481,11,2024.05.15 19:12:00,1.08586,1.08557,1.08296,Positive,0.000278,0.000395,0.000218,0.000304
12,2024.05.15 07:00:00,1.08080,1.07994,1.07587,Positive,0.000809,0.001382,0.000905,0.001255,12,2024.05.15 16:15:00,1.08268,1.08248,1.07640,Positive,0.000074,0.000545,0.000501,0.000703,12,2024.05.15 18:20:00,1.08440,1.08407,1.07991,Positive,0.000028,0.000569,0.000347,0.000477,12,2024.05.15 19:11:00,1.08581,1.08554,1.08295,Positive,0.000276,0.000384,0.000213,0.000297
13,2024.05.15 06:00:00,1.08068,1.07983,1.07586,Positive,0.000794,0.001353,0.000890,0.001236,13,2024.05.15 16:00:00,1.08265,1.08245,1.07639,Positive,0.000054,0.000546,0.000502,0.000704,13,2024.05.15 18:15:00,1.08438,1.08405,1.07990,Positive,0.000003,0.000569,0.000344,0.000473,13,2024.05.15 19:10:00,1.08577,1.08550,1.08294,Positive,0.000269,0.000372,0.000207,0.000289
14,2024.05.15 05:00:00,1.08055,1.07973,1.07585,Positive,0.000771,0.001323,0.000876,0.001216,14,2024.05.15 15:45:00,1.08261,1.08242,1.07637,Positive,0.000028,0.000545,0.000502,0.000704,14,2024.05.15 18:10:00,1.08438,1.08404,1.07989,Positive,0.000004,0.000576,0.000344,0.000472,14,2024.05.15 19:09:00,1.08573,1.08547,1.08294,Positive,0.000262,0.000360,0.000201,0.000281
15,2024.05.15 04:00:00,1.08044,1.07964,1.07584,Positive,0.000758,0.001297,0.000862,0.001199,15,2024.05.15 15:30:00,1.08260,1.08241,1.07636,Positive,0.000005,0.000548,0.000503,0.000705,15,2024.05.15 18:05:00,1.08438,1.08403,1.07989,Positive,0.000009,0.000585,0.000343,0.000472,15,2024.05.15 19:08:00,1.08568,1.08543,1.08293,Positive,0.000253,0.000348,0.000195,0.000273
16,2024.05.15 03:00:00,1.08036,1.07956,1.07583,Positive,0.000788,0.001283,0.000853,0.001186,16,2024.05.15 15:15:00,1.08261,1.08241,1.07635,Positive,0.000017,0.000561,0.000508,0.000711,16,2024.05.15 18:00:00,1.08440,1.08403,1.07988,Positive,0.000036,0.000599,0.000345,0.000473,16,2024.05.15 19:07:00,1.08563,1.08538,1.08293,Positive,0.000221,0.000330,0.000187,0.000263
17,2024.05.15 02:00:00,1.08028,1.07947,1.07582,Positive,0.000846,0.001274,0.000845,0.001175,17,2024.05.15 15:00:00,1.08262,1.08240,1.07634,Positive,0.000034,0.000575,0.000512,0.000716,17,2024.05.15 17:55:00,1.08444,1.08404,1.07987,Positive,0.000099,0.000621,0.000348,0.000477,17,2024.05.15 19:06:00,1.08558,1.08535,1.08292,Positive,0.000188,0.000312,0.000180,0.000254
18,2024.05.15 01:00:00,1.08018,1.07938,1.07581,Positive,0.000881,0.001256,0.000834,0.001161,18,2024.05.15 14:45:00,1.08263,1.08240,1.07633,Positive,0.000055,0.000588,0.000516,0.000722,18,2024.05.15 17:50:00,1.08451,1.08407,1.07987,Positive,0.000217,0.000654,0.000355,0.000486,18,2024.05.15 19:05:00,1.08554,1.08532,1.08291,Positive,0.000180,0.000304,0.000176,0.000248
19,2024.05.15 00:00:00,1.08008,1.07929,1.07580,Positive,0.000920,0.001236,0.000823,0.001147,19,2024.05.15 14:30:00,1.08264,1.08240,1.07632,Positive,0.000085,0.000604,0.000521,0.000728,19,2024.05.15 17:45:00,1.08459,1.08409,1.07986,Positive,0.000388,0.000696,0.000364,0.000497,19,2024.05.15 19:04:00,1.08551,1.08529,1.08291,Positive,0.000177,0.000296,0.000172,0.000243
20,2024.05.14 23:00:00,1.07995,1.07918,1.07579,Positive,0.000930,0.001207,0.000810,0.001128,20,2024.05.15 14:15:00,1.08265,1.08239,1.07631,Positive,0.000124,0.000620,0.000526,0.000734,20,2024.05.15 17:40:00,1.08463,1.08409,1.07985,Positive,0.000538,0.000723,0.000368,0.000502,20,2024.05.15 19:03:00,1.08549,1.08527,1.08290,Positive,0.000172,0.000289,0.000168,0.000238
21,2024.05.14 22:00:00,1.07980,1.07906,1.07577,Positive,0.000912,0.001170,0.000793,0.001107,21,2024.05.15 14:00:00,1.08264,1.08237,1.07630,Positive,0.000140,0.000628,0.000528,0.000736,21,2024.05.15 17:35:00,1.08462,1.08405,1.07984,Positive,0.000652,0.000733,0.000366,0.000499,21,2024.05.15 19:02:00,1.08546,1.08525,1.08290,Positive,0.000172,0.000283,0.000164,0.000234
22,2024.05.14 21:00:00,1.07964,1.07893,1.07576,Positive,0.000878,0.001128,0.000776,0.001084,22,2024.05.15 13:45:00,1.08263,1.08235,1.07628,Positive,0.000149,0.000634,0.000529,0.000738,22,2024.05.15 17:30:00,1.08458,1.08400,1.07983,Positive,0.000733,0.000728,0.000359,0.000491,22,2024.05.15 19:01:00,1.08544,1.08522,1.08289,Positive,0.000166,0.000275,0.000160,0.000228
23,2024.05.14 20:00:00,1.07949,1.07881,1.07575,Positive,0.000830,0.001085,0.000759,0.001061,23,2024.05.15 13:30:00,1.08262,1.08234,1.07627,Positive,0.000162,0.000641,0.000531,0.000739,23,2024.05.15 17:25:00,1.08452,1.08394,1.07982,Positive,0.000796,0.000713,0.000350,0.000478,23,2024.05.15 19:00:00,1.08542,1.08521,1.08289,Positive,0.000183,0.000273,0.000158,0.000226
24,2024.05.14 19:00:00,1.07933,1.07869,1.07574,Positive,0.000778,0.001042,0.000742,0.001039,24,2024.05.15 13:15:00,1.08262,1.08232,1.07626,Positive,0.000201,0.000653,0.000534,0.000743,24,2024.05.15 17:20:00,1.08444,1.08387,1.07981,Positive,0.000850,0.000692,0.000338,0.000463,24,2024.05.15 18:59:00,1.08540,1.08519,1.08288,Positive,0.000195,0.000269,0.000155,0.000222
25,2024.05.14 18:00:00,1.07914,1.07856,1.07573,Positive,0.000686,0.000991,0.000723,0.001014,25,2024.05.15 13:00:00,1.08261,1.08230,1.07625,Positive,0.000235,0.000663,0.000536,0.000746,25,2024.05.15 17:15:00,1.08437,1.08380,1.07980,Positive,0.000921,0.000672,0.000327,0.000448,25,2024.05.15 18:58:00,1.08538,1.08516,1.08288,Positive,0.000201,0.000263,0.000152,0.000218
26,2024.05.14 17:00:00,1.07893,1.07842,1.07572,Positive,0.000492,0.000917,0.000697,0.000981,26,2024.05.15 12:45:00,1.08258,1.08227,1.07624,Positive,0.000243,0.000663,0.000535,0.000745,26,2024.05.15 17:10:00,1.08426,1.08371,1.07979,Positive,0.000953,0.000639,0.000312,0.000428,26,2024.05.15 18:57:00,1.08537,1.08515,1.08287,Positive,0.000223,0.000260,0.000150,0.000215
27,2024.05.14 16:00:00,1.07875,1.07831,1.07571,Positive,0.000298,0.000853,0.000675,0.000952,27,2024.05.15 12:30:00,1.08255,1.08224,1.07622,Positive,0.000252,0.000664,0.000535,0.000743,27,2024.05.15 17:05:00,1.08410,1.08360,1.07978,Positive,0.000917,0.000585,0.000291,0.000400,27,2024.05.15 18:56:00,1.08535,1.08512,1.08287,Positive,0.000242,0.000256,0.000147,0.000211
28,2024.05.14 15:00:00,1.07869,1.07829,1.07570,Positive,0.000206,0.000826,0.000665,0.000939,28,2024.05.15 12:15:00,1.08251,1.08221,1.07621,Positive,0.000264,0.000665,0.000534,0.000742,28,2024.05.15 17:00:00,1.08396,1.08349,1.07977,Positive,0.000911,0.000540,0.000273,0.000377,28,2024.05.15 18:55:00,1.08532,1.08510,1.08286,Positive,0.000254,0.000248,0.000143,0.000206
29,2024.05.14 14:00:00,1.07864,1.07823,1.07570,Positive,0.000194,0.000825,0.000664,0.000937,29,2024.05.15 12:00:00,1.08246,1.08217,1.07620,Positive,0.000226,0.000651,0.000529,0.000735,29,2024.05.15 16:55:00,1.08383,1.08340,1.07975,Positive,0.000893,0.000492,0.000255,0.000353,29,2024.05.15 18:54:00,1.08529,1.08507,1.08286,Positive,0.000266,0.000240,0.000139,0.000201
30,2024.05.14 13:00:00,1.07857,1.07818,1.07569,Positive,0.000137,0.000812,0.000659,0.000930,30,2024.05.15 11:45:00,1.08243,1.08214,1.07619,Positive,0.000223,0.000650,0.000527,0.000733,30,2024.05.15 16:50:00,1.08367,1.08328,1.07974,Positive,0.000837,0.000434,0.000234,0.000325,30,2024.05.15 18:53:00,1.08525,1.08504,1.08285,Positive,0.000258,0.000225,0.000133,0.000194
31,2024.05.14 12:00:00,1.07853,1.07815,1.07568,Positive,0.000098,0.000808,0.000656,0.000927,31,2024.05.15 11:30:00,1.08241,1.08212,1.07617,Positive,0.000251,0.000656,0.000529,0.000735,31,2024.05.15 16:45:00,1.08350,1.08318,1.07973,Positive,0.000755,0.000372,0.000212,0.000297,31,2024.05.15 18:52:00,1.08520,1.08501,1.08285,Positive,0.000245,0.000210,0.000127,0.000186
32,2024.05.14 11:00:00,1.07855,1.07815,1.07568,Positive,0.000142,0.000827,0.000661,0.000933,32,2024.05.15 11:15:00,1.08237,1.08208,1.07616,Positive,0.000233,0.000649,0.000525,0.000730,32,2024.05.15 16:40:00,1.08333,1.08306,1.07972,Positive,0.000664,0.000312,0.000191,0.000270,32,2024.05.15 18:51:00,1.08517,1.08498,1.08284,Positive,0.000245,0.000198,0.000123,0.000180
33,2024.05.14 10:00:00,1.07854,1.07813,1.07567,Positive,0.000158,0.000837,0.000663,0.000935,33,2024.05.15 11:00:00,1.08232,1.08204,1.07615,Positive,0.000214,0.000643,0.000523,0.000726,33,2024.05.15 16:35:00,1.08314,1.08295,1.07971,Positive,0.000485,0.000232,0.000164,0.000235,33,2024.05.15 18:50:00,1.08513,1.08495,1.08284,Positive,0.000236,0.000184,0.000117,0.000173
34,2024.05.14 09:00:00,1.07853,1.07811,1.07567,Positive,0.000174,0.000845,0.000664,0.000937,34,2024.05.15 10:45:00,1.08227,1.08200,1.07614,Positive,0.000185,0.000634,0.000519,0.000722,34,2024.05.15 16:30:00,1.08297,1.08285,1.07970,Positive,0.000338,0.000169,0.000144,0.000209,34,2024.05.15 18:49:00,1.08509,1.08492,1.08283,Positive,0.000226,0.000169,0.000112,0.000166
35,2024.05.14 08:00:00,1.07853,1.07809,1.07566,Positive,0.000203,0.000857,0.000666,0.000939,35,2024.05.15 10:30:00,1.08223,1.08197,1.07613,Positive,0.000146,0.000625,0.000515,0.000717,35,2024.05.15 16:25:00,1.08280,1.08276,1.07969,Positive,0.000129,0.000097,0.000122,0.000180,35,2024.05.15 18:48:00,1.08505,1.08489,1.08283,Positive,0.000208,0.000153,0.000106,0.000159
36,2024.05.14 07:00:00,1.07852,1.07806,1.07566,Positive,0.000247,0.000871,0.000669,0.000942,36,2024.05.15 10:15:00,1.08221,1.08195,1.07611,Positive,0.000155,0.000631,0.000517,0.000718,36,2024.05.15 16:20:00,1.08279,1.08275,1.07968,Positive,0.000131,0.000093,0.000121,0.000180,36,2024.05.15 18:47:00,1.08502,1.08486,1.08282,Positive,0.000206,0.000142,0.000102,0.000154
37,2024.05.14 06:00:00,1.07851,1.07804,1.07565,Positive,0.000277,0.000879,0.000669,0.000943,37,2024.05.15 10:00:00,1.08220,1.08193,1.07610,Positive,0.000166,0.000636,0.000518,0.000719,37,2024.05.15 16:15:00,1.08275,1.08273,1.07968,Positive,0.000121,0.000085,0.000119,0.000177,37,2024.05.15 18:46:00,1.08499,1.08484,1.08282,Positive,0.000201,0.000130,0.000098,0.000149
38,2024.05.14 05:00:00,1.07850,1.07802,1.07565,Positive,0.000321,0.000889,0.000670,0.000945,38,2024.05.15 09:45:00,1.08217,1.08190,1.07609,Positive,0.000161,0.000637,0.000517,0.000718,38,2024.05.15 16:10:00,1.08271,1.08270,1.07967,Positive,0.000081,0.000070,0.000115,0.000172,38,2024.05.15 18:45:00,1.08497,1.08483,1.08281,Positive,0.000213,0.000123,0.000096,0.000145
39,2024.05.14 04:00:00,1.07848,1.07799,1.07564,Positive,0.000365,0.000897,0.000671,0.000945,39,2024.05.15 09:30:00,1.08213,1.08187,1.07608,Positive,0.000141,0.000634,0.000515,0.000715,39,2024.05.15 16:05:00,1.08269,1.08268,1.07966,Positive,0.000064,0.000063,0.000114,0.000171,39,2024.05.15 18:44:00,1.08494,1.08480,1.08281,Positive,0.000216,0.000113,0.000092,0.000141
40,2024.05.14 03:00:00,1.07846,1.07795,1.07563,Positive,0.000414,0.000903,0.000670,0.000944,40,2024.05.15 09:15:00,1.08212,1.08185,1.07607,Positive,0.000152,0.000640,0.000516,0.000716,40,2024.05.15 16:00:00,1.08264,1.08265,1.07966,Positive,0.000023,0.000050,0.000111,0.000167,40,2024.05.15 18:43:00,1.08491,1.08478,1.08280,Positive,0.000212,0.000100,0.000088,0.000136
41,2024.05.14 02:00:00,1.07841,1.07790,1.07563,Positive,0.000426,0.000898,0.000666,0.000939,41,2024.05.15 09:00:00,1.08211,1.08183,1.07606,Positive,0.000169,0.000648,0.000518,0.000718,41,2024.05.15 15:55:00,1.08260,1.08264,1.07965,Negative,-0.000041,0.000033,0.000107,0.000162,41,2024.05.15 18:42:00,1.08487,1.08475,1.08280,Positive,0.000203,0.000086,0.000084,0.000130
42,2024.05.14 01:00:00,1.07838,1.07786,1.07562,Positive,0.000460,0.000897,0.000664,0.000935,42,2024.05.15 08:45:00,1.08209,1.08181,1.07604,Positive,0.000174,0.000652,0.000518,0.000718,42,2024.05.15 15:50:00,1.08259,1.08263,1.07965,Negative,-0.000082,0.000026,0.000106,0.000161,42,2024.05.15 18:41:00,1.08484,1.08473,1.08279,Positive,0.000200,0.000074,0.000080,0.000126
43,2024.05.14 00:00:00,1.07835,1.07782,1.07562,Positive,0.000508,0.000898,0.000662,0.000933,43,2024.05.15 08:30:00,1.08209,1.08180,1.07603,Positive,0.000204,0.000662,0.000520,0.000720,43,2024.05.15 15:45:00,1.08260,1.08264,1.07964,Negative,-0.000085,0.000031,0.000109,0.000165,43,2024.05.15 18:40:00,1.08482,1.08471,1.08279,Positive,0.000212,0.000067,0.000078,0.000123
44,2024.05.13 23:00:00,1.07831,1.07778,1.07561,Positive,0.000552,0.000896,0.000659,0.000929,44,2024.05.15 08:15:00,1.08208,1.08178,1.07602,Positive,0.000233,0.000670,0.000521,0.000722,44,2024.05.15 15:40:00,1.08261,1.08265,1.07964,Negative,-0.000081,0.000038,0.000113,0.000170,44,2024.05.15 18:39:00,1.08480,1.08470,1.08278,Positive,0.000222,0.000057,0.000075,0.000120
45,2024.05.13 22:00:00,1.07827,1.07774,1.07561,Positive,0.000604,0.000893,0.000655,0.000924,45,2024.05.15 08:00:00,1.08206,1.08176,1.07601,Positive,0.000255,0.000675,0.000522,0.000722,45,2024.05.15 15:35:00,1.08262,1.08266,1.07963,Negative,-0.000086,0.000043,0.000116,0.000174,45,2024.05.15 18:38:00,1.08478,1.08468,1.08278,Positive,0.000239,0.000049,0.000073,0.000117
46,2024.05.13 21:00:00,1.07821,1.07768,1.07560,Positive,0.000655,0.000887,0.000651,0.000918,46,2024.05.15 07:45:00,1.08203,1.08172,1.07600,Positive,0.000267,0.000676,0.000521,0.000720,46,2024.05.15 15:30:00,1.08264,1.08267,1.07963,Negative,-0.000069,0.000054,0.000121,0.000180,46,2024.05.15 18:37:00,1.08474,1.08465,1.08278,Positive,0.000233,0.000034,0.000069,0.000112
47,2024.05.13 20:00:00,1.07815,1.07762,1.07559,Positive,0.000689,0.000874,0.000645,0.000910,47,2024.05.15 07:30:00,1.08199,1.08168,1.07599,Positive,0.000262,0.000672,0.000518,0.000717,47,2024.05.15 15:25:00,1.08264,1.08267,1.07962,Negative,-0.000090,0.000054,0.000122,0.000182,47,2024.05.15 18:36:00,1.08470,1.08463,1.08277,Positive,0.000219,0.000017,0.000064,0.000106
48,2024.05.13 19:00:00,1.07805,1.07754,1.07559,Positive,0.000704,0.000854,0.000636,0.000899,48,2024.05.15 07:15:00,1.08194,1.08164,1.07597,Positive,0.000249,0.000666,0.000515,0.000712,48,2024.05.15 15:20:00,1.08265,1.08268,1.07961,Negative,-0.000093,0.000060,0.000125,0.000186,48,2024.05.15 18:35:00,1.08467,1.08460,1.08277,Positive,0.000213,0.000002,0.000061,0.000102
49,2024.05.13 18:00:00,1.07794,1.07745,1.07558,Positive,0.000694,0.000826,0.000625,0.000885,49,2024.05.15 07:00:00,1.08189,1.08160,1.07596,Positive,0.000227,0.000659,0.000511,0.000707,49,2024.05.15 15:15:00,1.08267,1.08269,1.07961,Negative,-0.000079,0.000070,0.000130,0.000192,49,2024.05.15 18:34:00,1.08463,1.08458,1.08276,Positive,0.000211,-0.000011,0.000058,0.000098
50,2024.05.13 17:00:00,1.07778,1.07734,1.07557,Positive,0.000586,0.000772,0.000607,0.000860,50,2024.05.15 06:45:00,1.08184,1.08156,1.07595,Positive,0.000198,0.000650,0.000507,0.000702,50,2024.05.15 15:10:00,1.08267,1.08269,1.07960,Negative,-0.000095,0.000073,0.000132,0.000194,50,2024.05.15 18:33:00,1.08460,1.08456,1.08276,Positive,0.000207,-0.000024,0.000055,0.000094
51,2024.05.13 16:00:00,1.07760,1.07722,1.07556,Positive,0.000436,0.000712,0.000587,0.000834,51,2024.05.15 06:30:00,1.08179,1.08152,1.07594,Positive,0.000168,0.000643,0.000504,0.000697,51,2024.05.15 15:05:00,1.08269,1.08270,1.07960,Negative,-0.000097,0.000079,0.000135,0.000199,51,2024.05.15 18:32:00,1.08457,1.08454,1.08275,Positive,0.000196,-0.000040,0.000051,0.000090
52,2024.05.13 15:00:00,1.07746,1.07713,1.07555,Positive,0.000299,0.000663,0.000571,0.000814,52,2024.05.15 06:15:00,1.08174,1.08149,1.07593,Positive,0.000129,0.000635,0.000500,0.000692,52,2024.05.15 15:00:00,1.08270,1.08272,1.07959,Negative,-0.000095,0.000087,0.000138,0.000204,52,2024.05.15 18:31:00,1.08454,1.08452,1.08275,Positive,0.000195,-0.000052,0.000049,0.000087
53,2024.05.13 14:00:00,1.07736,1.07706,1.07555,Positive,0.000209,0.000634,0.000561,0.000801,53,2024.05.15 06:00:00,1.08171,1.08146,1.07592,Positive,0.000107,0.000634,0.000499,0.000690,53,2024.05.15 14:55:00,1.08272,1.08272,1.07959,Negative,-0.000091,0.000096,0.000142,0.000208,53,2024.05.15 18:30:00,1.08451,1.08451,1.08275,Positive,0.000196,-0.000064,0.000047,0.000085
54,2024.05.13 13:00:00,1.07730,1.07702,1.07554,Positive,0.000169,0.000622,0.000558,0.000797,54,2024.05.15 05:45:00,1.08168,1.08143,1.07590,Positive,0.000092,0.000636,0.000498,0.000689,54,2024.05.15 14:50:00,1.08273,1.08274,1.07958,Negative,-0.000083,0.000106,0.000146,0.000214,54,2024.05.15 18:29:00,1.08449,1.08449,1.08274,Positive,0.000197,-0.000076,0.000045,0.000082
55,2024.05.13 12:00:00,1.07722,1.07696,1.07554,Positive,0.000105,0.000606,0.000553,0.000790,55,2024.05.15 05:30:00,1.08164,1.08140,1.07589,Positive,0.000054,0.000632,0.000496,0.000686,55,2024.05.15 14:45:00,1.08275,1.08274,1.07958,Negative,-0.000075,0.000115,0.000150,0.000219,55,2024.05.15 18:28:00,1.08447,1.08447,1.08274,Positive,0.000206,-0.000086,0.000044,0.000081
56,2024.05.13 11:00:00,1.07716,1.07692,1.07553,Positive,0.000013,0.000586,0.000547,0.000782,56,2024.05.15 05:15:00,1.08162,1.08138,1.07588,Positive,0.000026,0.000633,0.000495,0.000684,56,2024.05.15 14:40:00,1.08277,1.08275,1.07957,Negative,-0.000057,0.000126,0.000154,0.000224,56,2024.05.15 18:27:00,1.08442,1.08445,1.08273,Positive,0.000186,-0.000104,0.000040,0.000077
57,2024.05.13 10:00:00,1.07713,1.07689,1.07553,Positive,-0.000023,0.000585,0.000547,0.000783,57,2024.05.15 05:00:00,1.08160,1.08136,1.07587,Positive,0.000000,0.000636,0.000495,0.000684,57,2024.05.15 14:35:00,1.08279,1.08276,1.07957,Positive,-0.000034,0.000138,0.000159,0.000230,57,2024.05.15 18:26:00,1.08439,1.08443,1.08273,Positive,0.000167,-0.000121,0.000037,0.000073
58,2024.05.13 09:00:00,1.07714,1.07688,1.07553,Positive,-0.000013,0.000599,0.000552,0.000789,58,2024.05.15 04:45:00,1.08159,1.08135,1.07586,Positive,-0.000007,0.000646,0.000497,0.000686,58,2024.05.15 14:30:00,1.08280,1.08276,1.07956,Positive,-0.000029,0.000144,0.000161,0.000234,58,2024.05.15 18:25:00,1.08436,1.08442,1.08273,Positive,0.000158,-0.000135,0.000036,0.000071
59,2024.05.13 08:00:00,1.07713,1.07687,1.07552,Positive,-0.000030,0.000605,0.000554,0.000792,59,2024.05.15 04:30:00,1.08159,1.08133,1.07585,Positive,-0.000016,0.000655,0.000498,0.000688,59,2024.05.15 14:25:00,1.08281,1.08277,1.07956,Positive,-0.000022,0.000151,0.000164,0.000237,59,2024.05.15 18:24:00,1.08434,1.08441,1.08272,Positive,0.000155,-0.000146,0.000035,0.000070
60,2024.05.13 07:00:00,1.07713,1.07686,1.07552,Positive,-0.000017,0.000620,0.000559,0.000798,60,2024.05.15 04:15:00,1.08159,1.08132,1.07584,Positive,-0.000016,0.000668,0.000501,0.000690,60,2024.05.15 14:20:00,1.08281,1.08277,1.07955,Positive,-0.000021,0.000155,0.000166,0.000240,60,2024.05.15 18:23:00,1.08431,1.08440,1.08272,Negative,0.000143,-0.000160,0.000033,0.000069
61,2024.05.13 06:00:00,1.07714,1.07685,1.07552,Positive,-0.000019,0.000630,0.000562,0.000802,61,2024.05.15 04:00:00,1.08158,1.08131,1.07583,Positive,-0.000021,0.000679,0.000503,0.000693,61,2024.05.15 14:15:00,1.08281,1.08277,1.07954,Positive,-0.000013,0.000162,0.000168,0.000243,61,2024.05.15 18:22:00,1.08428,1.08438,1.08272,Negative,0.000126,-0.000174,0.000032,0.000067
62,2024.05.13 05:00:00,1.07715,1.07685,1.07552,Positive,-0.000018,0.000641,0.000565,0.000807,62,2024.05.15 03:45:00,1.08159,1.08130,1.07582,Positive,-0.000024,0.000691,0.000505,0.000695,62,2024.05.15 14:10:00,1.08281,1.08276,1.07954,Positive,-0.000025,0.000162,0.000169,0.000244,62,2024.05.15 18:21:00,1.08425,1.08437,1.08271,Negative,0.000107,-0.000189,0.000031,0.000066
